-28406.9980469 16679.7109375 -400.085021973
-6358.734375 12143.9404297 -421.681518555
3190.17919922 17041.1972656 -385.799255371
34052.7695312 16182.5351562 -369.906799316
39266.734375 -1066.66870117 -443.857574463
38464.609375 -17334.7128906 -423.759613037
14609.9355469 -19519.2558594 -397.208892822
1009.74829102 -16242.5917969 -428.0362854
3721.09594727 -8468.71972656 -402.626190186
-1820.30554199 -7692.83496094 -414.256195068
-5878.57275391 -14467.3847656 -410.262969971
-15254.5761719 -15286.0566406 -392.256103516
-22675.9609375 -14444.2792969 -373.294403076
-28411.625 -9649.45507812 -442.397003174
-32877.5898438 -7611.07421875 -431.986602783
-36896.8007812 -10789.8203125 -424.204040527
-41184.1992188 -1243.45996094 -394.121276855
-40551.8007812 10845.2373047 -396.682342529
18917.5820312 3751.73583984 -368.394592285
-16883.5097656 1212.89709473 -394.560760498
18621.4746094 16611.8671875 -419.593200684
27290.0214844 -10365.9189453 -424.13482666
-10768.1591797 -1445.1060791 -426.747497559
-28576.8847656 3478.43774414 -415.57598877
3225.85888672 3999.65625 -405.672576904
-31003.2382812 4313.91796875 -426.015563965
26537.2734375 -18426.984375 -425.069854736
-1475.99572754 2016.51013184 -392.992340088
-17382.8671875 14411.8261719 -377.822235107
29182.7871094 1407.2755127 -405.556274414
10571.8144531 10348.796875 -425.800994873
-4163.03955078 2279.31811523 -407.043823242
-36580.0351562 1774.9329834 -367.1796875
11268.8193359 -2029.7520752 -432.630065918
-22852.109375 8956.66796875 -355.874023438
12917.7314453 -7357.41162109 -422.97076416
30361.0039062 -3205.59301758 -442.916809082
36659.75 7557.93310547 -362.096160889
-16454.9511719 -6925.19238281 -398.287200928
38865.671875 -9200.69042969 -407.230010986
18518.4980469 -12298.7285156 -388.071990967
31526.3476562 8841.20996094 -404.921966553
11151.6191406 4093.91479492 -414.572753906
26337.1210938 16397.2011719 -398.346221924
10905.8271484 16826.53125 -431.203369141
-8560.16015625 -11408.6835938 -426.049560547
33333.7421875 -5553.06201172 -358.390533447
21215.8359375 -14955.6474609 -389.388946533
-12874.6689453 -8359.97949219 -393.221069336
-7989.27978516 5412.87744141 -390.356262207
-22383.1464844 -12809.6513672 -389.758453369
7809.84179688 -17880.9238281 -421.119995117
32721.0410156 -13754.2099609 -415.463897705
-34479.3984375 13762.4746094 -432.988525391
-17357.5722656 7800.13476562 -378.861480713
-28444.9492188 -3125.48242188 -371.691894531
-28360.8300781 10009.1835938 -409.63192749
3340.64746094 -2176.67773438 -401.633209229
3146.23852539 10729.7421875 -421.930908203
-1427.28393555 8249.00878906 -408.784912109
-22921.9960938 -8455.40234375 -401.627532959
-29873.5996094 10473.8183594 -411.729553223
-31814.1464844 -1459.4954834 -401.895935059
-40868.0 4800.88867188 -421.615539551
-30764.5585938 -2229.90209961 -384.206207275
20573.6054688 -18973.1210938 -408.317718506
32500.9414062 -17880.8476562 -406.99822998
-35645.2226562 7685.41845703 -383.363098145
1261.28601074 -3239.08569336 -403.983215332
-4097.10839844 7324.56738281 -401.711029053
-23027.484375 2295.27734375 -373.885955811
-11870.8007812 13277.8828125 -391.635284424
-22894.9335938 15545.7685547 -387.684783936
-6313.48046875 -4631.94628906 -430.214385986
-1584.27758789 14592.5683594 -390.10067749
16558.9609375 -3070.28491211 -425.722167969
33981.1328125 53.5382957458 -418.3125
-36892.59375 -4464.28466797 -393.162322998
-39040.5 -6016.64013672 -400.960235596
22733.859375 13303.4423828 -413.403381348
14987.7802734 7159.83154297 -363.646148682
7331.66699219 14036.4638672 -397.395324707
7413.71533203 965.952880859 -433.192016602
-2725.08081055 -2942.05004883 -443.582611084
-38801.171875 6231.59277344 -374.318572998
-34662.5625 -2910.46240234 -391.385070801
-32686.375 9109.22363281 -404.474121094
-1384.90124512 11431.6210938 -397.395080566
7551.79150391 7385.1015625 -392.27911377
14511.3945312 13507.0957031 -425.20614624
7497.2265625 -5209.02587891 -404.049194336
14975.203125 1055.71472168 -404.314575195
30272.6308594 13294.4628906 -372.325134277
25181.3515625 -1851.20117188 -389.887329102
32894.09375 3983.98852539 -388.703857422
-1458.64794922 -2992.7980957 -396.619476318
-20186.8203125 5001.10009766 -381.552062988
-25671.828125 -369.168457031 -417.108642578
-10566.5742188 -14876.7207031 -409.695343018
16939.2480469 -5693.54638672 -412.712036133
8268.48046875 -7854.86474609 -403.847564697
26104.5644531 -4028.27294922 -454.60256958
27708.4140625 5789.15576172 -386.736785889
20265.8671875 -379.89743042 -396.915863037
37963.2421875 3245.63232422 -386.42980957
35356.2578125 11870.234375 -409.723175049
5177.10498047 -14826.2001953 -386.671295166
-11458.6367188 2262.66967773 -423.273040771
-17304.546875 -3240.33056641 -400.427490234
-15756.5625 -11017.5078125 -444.217590332
2365.42211914 -12355.65625 -384.581665039
26957.1289062 -14065.5556641 -387.144439697
38665.140625 -13267.7011719 -477.600128174
39066.203125 -5133.6796875 -381.791687012
10837.8046875 -10759.6992188 -372.472412109
19622.5371094 -8339.90136719 -361.000671387
28734.6289062 -6447.44482422 -406.250946045
-3849.43920898 -11080.109375 -418.726165771
17559.6230469 59.6671943665 -374.84072876
25048.4101562 5966.76074219 -367.076599121
30288.1113281 5193.42773438 -400.944091797
22758.9824219 -741.69744873 -389.227142334
11933.3564453 -17378.8691406 -389.554718018
24215.7929688 -7216.96484375 -415.862304688
-19341.2480469 -9509.41015625 -386.571929932
-20152.3066406 11302.0585938 -376.865722656
-13849.8212891 -4171.20117188 -419.951751709
-26372.4179688 6459.72558594 -370.247955322
-14672.1630859 3960.62939453 -365.055511475
22203.1933594 10097.8417969 -423.231628418
6854.42675781 10491.8925781 -408.830688477
7650.45751953 -2206.828125 -387.080596924
7279.32714844 4306.02197266 -423.232299805
14668.2177734 3996.50512695 -403.275268555
30194.9453125 16289.8681641 -426.713806152
22479.296875 16504.5351562 -381.382751465
7048.00292969 16933.8632812 -378.651031494
14763.6503906 16719.1992188 -415.197113037
-7229.28564453 439.524078369 -424.896148682
-4793.67285156 -9710.70410156 -414.408752441
-11820.5263672 -13589.2167969 -383.478637695
17593.5585938 -17732.7695312 -387.756408691
35196.6445312 -11179.0439453 -399.605285645
30056.71875 -16867.0136719 -422.742797852
-25543.7929688 -12046.8671875 -422.88659668
-18965.2695312 -14865.1679688 -402.312072754
-14267.5791016 -11815.0605469 -410.929534912
-12065.4707031 -4891.47265625 -369.103149414
-9899.63085938 2122.97607422 -381.978485107
-7696.36279297 8861.06347656 -398.527496338
-5455.68652344 -1335.48217773 -413.833953857
-6762.38574219 -7715.57470703 -355.774627686
-14590.4833984 -110.595535278 -404.009613037
-18844.4648438 -5741.01855469 -445.731079102
4409.79492188 -17061.7578125 -408.54864502
11209.8886719 -18700.0898438 -397.419555664
3976.75708008 -11659.6494141 -387.149108887
29780.8203125 -11802.5527344 -397.310974121
35337.28125 -15718.2011719 -414.097015381
35253.9414062 -7448.22607422 -404.603210449
24114.7128906 -17205.9824219 -414.49710083
-33648.390625 3096.24755859 -366.037475586
-31443.1992188 15221.0927734 -410.140838623
-37515.6015625 12303.8554688 -431.967681885
-17616.5566406 11692.1582031 -404.418914795
-17139.2675781 4941.39550781 -396.406799316
-22337.8496094 -382.909332275 -444.056030273
-22335.8105469 12777.0175781 -370.430236816
-28363.8945312 379.339477539 -410.144561768
-28259.4257812 -6458.26123047 -411.513275146
-28014.1269531 13851.4541016 -390.292144775
-28549.2167969 6757.39501953 -380.332427979
-23183.7421875 5347.89794922 -384.569488525
-11359.9931641 10387.9912109 -424.79284668
